"","Country","AQI_Index","Pollutants","Hours","Hourly_AQI","Hourly_Temp","Hourly_Wind","Hourly_Humid","Days","Daily_AQI","Daily_MaxTemp","Daily_MinTemp","Daily_Wind","Daily_Humid"
"1"," Cairo, Egypt "," 200 ","125 "," Now ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 "," 169 , 162 , 154 , 147 , 139 , 132 , 125 , 117 , 110 , 102 , 95 , 87 , 80 , 80 , 80 , 80 , 80 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 90 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 63 , 55 , 55 , 55 , 55 , 55 , 55 , 55 , 55 "," 35° , 35° , 36° , 38° , 40° , 42° , 43° , 40° , 38° , 36° , 33° , 29° , 28° , 27° , 25° , 24° , 24° , 24° , 24° , 24° , 23° , 23° , 24° , 27° , 29° , 31° , 34° , 36° , 37° , 38° , 38° , 36° , 33° , 31° , 29° , 27° , 25° , 24° , 23° , 23° , 22° , 22° , 21° , 21° , 20° , 20° , 21° , 23° , 25° , 28° , 30° , 32° , 34° , 35° , 35° , 35° , 33° , 30° , 27° , 25° , 23° , 22° , 21° , 21° , 20° , 20° , 19° , 19° , 19° , 19° , 20° , 22° , 24° "," 5.5 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 10.8 , 36 , 32.4 , 32.4 , 36 , 36 , 28.8 , 28.8 , 28.8 , 25.2 , 25.2 , 21.6 , 21.6 , 21.6 , 21.6 , 21.6 , 25.2 , 25.2 , 25.2 , 25.2 , 25.2 , 25.2 , 25.2 , 28.8 , 32.4 , 36 , 32.4 , 36 , 32.4 , 28.8 , 28.8 , 25.2 , 25.2 , 21.6 , 18 , 18 , 18 , 18 , 18 , 21.6 , 21.6 , 21.6 , 21.6 , 18 , 18 , 18 , 18 , 18 , 21.6 , 28.8 , 36 , 32.4 , 32.4 , 28.8 , 25.2 , 21.6 , 21.6 , 18 , 18 , 18 , 18 , 18 , 18 , 18 , 18 , 18 , 18 "," 15%, 14%, 13%, 12%, 11%, 9%, 9%, 16%, 19%, 21%, 23%, 31%, 33%, 37%, 44%, 46%, 47%, 47%, 48%, 49%, 51%, 52%, 45%, 36%, 28%, 22%, 18%, 14%, 13%, 13%, 15%, 19%, 22%, 24%, 28%, 32%, 37%, 41%, 47%, 53%, 58%, 63%, 66%, 68%, 68%, 65%, 58%, 48%, 38%, 30%, 24%, 19%, 15%, 12%, 11%, 13%, 16%, 19%, 22%, 29%, 35%, 41%, 47%, 50%, 53%, 55%, 58%, 60%, 61%, 60%, 54%, 44%, 33%"," Today , Sun , Mon , Tue , Wed , Thu , Fri "," 135 , 88 , 60 , 60 , 69 , 67 , 73 ","43°,38°,35°,33°,34°,35°,36°","27°,23°,20°,19°,18°,19°,20°"," 36 , 36 , 36 , 28.8 , 28.8 , 28.8 , 32.4 "," 13%, 18%, 24%, 20%, 23%, 26%, 18%"
"2"," Lahore, Pakistan "," 177 ","82.7 "," Now ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 "," 171 , 169 , 168 , 166 , 164 , 162 , 161 , 159 , 157 , 155 , 154 , 152 , 150 , 150 , 150 , 150 , 150 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 133 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 123 , 157 , 157 , 157 , 157 , 157 , 157 , 157 , 157 "," 44° , 44° , 44° , 44° , 44° , 44° , 43° , 40° , 39° , 38° , 36° , 36° , 35° , 34° , 33° , 32° , 32° , 32° , 33° , 36° , 38° , 40° , 42° , 44° , 45° , 46° , 46° , 46° , 46° , 46° , 45° , 41° , 40° , 39° , 38° , 38° , 38° , 37° , 36° , 35° , 34° , 33° , 34° , 37° , 38° , 40° , 42° , 44° , 45° , 46° , 47° , 47° , 46° , 46° , 45° , 42° , 40° , 39° , 33° , 32° , 31° , 31° , 30° , 30° , 30° , 29° , 30° , 33° , 36° , 38° , 40° , 42° , 44° "," 5.4 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 3.6 , 0 , 3.6 , 10.8 , 7.2 , 0 , 0 , 3.6 , 7.2 , 10.8 , 14.4 , 10.8 , 10.8 , 7.2 , 7.2 , 3.6 , 3.6 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 3.6 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 3.6 , 3.6 , 10.8 , 14.4 , 14.4 , 14.4 , 18 , 18 , 21.6 , 21.6 , 21.6 , 25.2 , 21.6 , 18 , 14.4 , 0 , 28.8 , 21.6 , 21.6 , 14.4 , 14.4 , 10.8 , 10.8 , 10.8 , 10.8 , 14.4 , 10.8 , 10.8 , 7.2 , 3.6 , 7.2 "," 9%, 8%, 8%, 7%, 7%, 7%, 7%, 8%, 9%, 9%, 10%, 10%, 10%, 11%, 12%, 13%, 13%, 14%, 15%, 15%, 14%, 13%, 11%, 9%, 7%, 6%, 5%, 5%, 5%, 5%, 5%, 6%, 7%, 7%, 7%, 8%, 10%, 12%, 13%, 14%, 16%, 18%, 18%, 17%, 17%, 17%, 15%, 12%, 10%, 8%, 8%, 7%, 7%, 7%, 8%, 10%, 11%, 13%, 24%, 29%, 32%, 33%, 34%, 35%, 35%, 35%, 32%, 26%, 21%, 18%, 16%, 14%, 13%"," Today , Sun , Mon , Tue , Wed , Thu , Fri "," 130 , 120 , 126 , 167 , 165 , 139 , 147 ","44°,46°,47°,46°,46°,47°,48°","30°,32°,32°,29°,31°,32°,34°"," 10.8 , 14.4 , 28.8 , 21.6 , 10.8 , 10.8 , 18 "," 10%, 9%, 12%, 14%, 10%, 11%, 12%"
"3"," Kinshasa, Democratic Republic of the Congo "," 154 ","60 "," Now ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 "," 154 , 140 , 133 , 125 , 118 , 111 , 104 , 97 , 90 , 82 , 75 , 68 , 68 , 68 , 68 , 68 , 68 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 69 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 61 , 60 , 60 , 60 , 60 , 60 , 60 , 60 , 60 "," 25° , 26° , 27° , 29° , 31° , 33° , 33° , 30° , 30° , 29° , 28° , 27° , 27° , 26° , 26° , 25° , 25° , 24° , 24° , 24° , 24° , 24° , 24° , 24° , 26° , 27° , 30° , 32° , 33° , 33° , 34° , 33° , 31° , 30° , 28° , 28° , 27° , 26° , 26° , 25° , 25° , 25° , 25° , 25° , 24° , 24° , 24° , 24° , 26° , 27° , 29° , 30° , 30° , 31° , 31° , 31° , 28° , 27° , 25° , 25° , 24° , 24° , 24° , 23° , 23° , 23° , 23° , 22° , 22° , 22° , 22° , 23° , 23° "," 0.4 , 0 , 0 , 0 , 3.6 , 3.6 , 3.6 , 3.6 , 7.2 , 3.6 , 0 , 0 , 0 , 0 , 0 , 3.6 , 3.6 , 3.6 , 0 , 0 , 0 , 0 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 0 , 3.6 , 3.6 , 0 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 7.2 , 7.2 , 7.2 , 7.2 , 3.6 , 3.6 , 3.6 , 7.2 , 7.2 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 7.2 , 3.6 "," 81%, 79%, 73%, 66%, 57%, 48%, 49%, 58%, 63%, 67%, 69%, 72%, 75%, 77%, 79%, 82%, 84%, 86%, 86%, 87%, 88%, 87%, 88%, 87%, 80%, 72%, 62%, 55%, 50%, 46%, 44%, 46%, 55%, 61%, 66%, 69%, 73%, 76%, 79%, 81%, 82%, 84%, 84%, 86%, 87%, 89%, 89%, 87%, 80%, 73%, 66%, 62%, 59%, 56%, 54%, 59%, 73%, 80%, 85%, 87%, 89%, 89%, 89%, 89%, 90%, 91%, 92%, 92%, 93%, 96%, 95%, 90%, 89%"," Today , Sun , Mon , Tue , Wed , Thu , Fri "," 98 , 66 , 60 , 59 , 62 , 68 , 71 ","33°,34°,31°,28°,33°,33°,33°","23°,24°,23°,22°,22°,22°,23°"," 7.2 , 3.6 , 7.2 , 7.2 , 3.6 , 3.6 , 3.6 "," 66%, 55%, 62%, 82%, 69%, 69%, 62%"
"4"," Chengdu, China "," 149 ","55 ,84 ,72 ,28 ,8 ,800 "," Now ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 "," 149 , 150 , 151 , 152 , 152 , 153 , 154 , 154 , 155 , 156 , 156 , 157 , 157 , 157 , 157 , 157 , 157 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 168 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 159 , 157 , 157 , 157 , 157 , 157 , 157 , 157 , 157 "," 32° , 32° , 32° , 30° , 28° , 26° , 25° , 24° , 24° , 24° , 24° , 23° , 22° , 22° , 22° , 22° , 22° , 22° , 23° , 24° , 26° , 28° , 29° , 30° , 31° , 31° , 31° , 31° , 30° , 28° , 27° , 26° , 25° , 24° , 24° , 23° , 22° , 22° , 22° , 22° , 23° , 24° , 25° , 27° , 29° , 30° , 31° , 32° , 33° , 33° , 33° , 33° , 32° , 30° , 29° , 28° , 27° , 26° , 26° , 25° , 25° , 24° , 24° , 23° , 24° , 26° , 28° , 30° , 32° , 33° , 34° , 34° , 35° "," 8 , 7.2 , 10.8 , 18 , 18 , 14.4 , 10.8 , 0 , 3.6 , 3.6 , 0 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 0 , 3.6 , 3.6 , 3.6 , 7.2 , 7.2 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 7.2 , 7.2 , 7.2 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 7.2 , 7.2 , 7.2 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 10.8 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 3.6 , 3.6 , 0 , 0 , 0 , 3.6 , 3.6 , 7.2 , 7.2 , 7.2 , 7.2 "," 28%, 27%, 28%, 36%, 44%, 48%, 50%, 53%, 54%, 57%, 59%, 61%, 64%, 66%, 67%, 69%, 70%, 68%, 62%, 57%, 48%, 41%, 36%, 34%, 32%, 32%, 32%, 33%, 36%, 40%, 42%, 45%, 49%, 52%, 55%, 57%, 60%, 61%, 62%, 61%, 60%, 55%, 49%, 44%, 39%, 36%, 34%, 31%, 30%, 28%, 28%, 28%, 31%, 36%, 39%, 43%, 45%, 48%, 50%, 52%, 54%, 55%, 57%, 58%, 56%, 49%, 43%, 38%, 35%, 32%, 30%, 28%, 27%"," Today , Sun , Mon , Tue , Wed , Thu , Fri "," 160 , 160 , 156 , 146 , 116 , 114 , 153 ","32°,31°,33°,35°,36°,38°,32°","21°,22°,22°,23°,27°,26°,22°"," 18 , 10.8 , 10.8 , 7.2 , 10.8 , 21.6 , 18 "," 30%, 36%, 34%, 30%, 30%, 22%, 30%"
"5"," Dhaka, Bangladesh "," 124 ","45.1 "," Now ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 "," 110 , 108 , 105 , 103 , 101 , 98 , 96 , 94 , 91 , 89 , 87 , 84 , 82 , 82 , 82 , 82 , 82 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 57 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 56 , 58 , 58 , 58 , 58 , 58 , 58 , 58 , 58 "," 36° , 35° , 36° , 34° , 33° , 32° , 29° , 29° , 28° , 27° , 27° , 27° , 27° , 26° , 26° , 25° , 25° , 25° , 26° , 28° , 30° , 31° , 32° , 33° , 33° , 33° , 33° , 34° , 28° , 28° , 27° , 26° , 25° , 26° , 25° , 24° , 25° , 26° , 26° , 25° , 24° , 25° , 26° , 28° , 30° , 31° , 33° , 34° , 35° , 34° , 33° , 33° , 33° , 32° , 31° , 30° , 29° , 29° , 28° , 28° , 27° , 26° , 26° , 26° , 26° , 26° , 28° , 29° , 30° , 31° , 32° , 33° , 34° "," 18.9 , 18 , 18 , 10.8 , 3.6 , 25.2 , 21.6 , 18 , 14.4 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 0 , 3.6 , 3.6 , 7.2 , 14.4 , 14.4 , 14.4 , 14.4 , 10.8 , 10.8 , 7.2 , 7.2 , 18 , 14.4 , 3.6 , 10.8 , 10.8 , 18 , 14.4 , 10.8 , 21.6 , 18 , 18 , 18 , 3.6 , 7.2 , 10.8 , 10.8 , 10.8 , 7.2 , 7.2 , 3.6 , 7.2 , 7.2 , 3.6 , 7.2 , 10.8 , 14.4 , 10.8 , 14.4 , 18 , 18 , 18 , 18 , 18 , 14.4 , 14.4 , 14.4 , 10.8 , 7.2 , 7.2 , 7.2 , 10.8 , 7.2 , 7.2 , 7.2 , 7.2 , 7.2 , 10.8 "," 42%, 44%, 44%, 51%, 52%, 57%, 72%, 67%, 59%, 61%, 62%, 64%, 70%, 79%, 85%, 86%, 86%, 85%, 81%, 75%, 69%, 64%, 60%, 55%, 55%, 55%, 53%, 50%, 80%, 81%, 84%, 85%, 84%, 82%, 79%, 83%, 84%, 81%, 80%, 84%, 85%, 82%, 73%, 69%, 63%, 57%, 50%, 45%, 41%, 45%, 51%, 52%, 49%, 54%, 59%, 63%, 69%, 73%, 75%, 76%, 81%, 85%, 86%, 86%, 87%, 86%, 79%, 72%, 66%, 62%, 59%, 55%, 51%"," Today , Sun , Mon , Tue , Wed , Thu , Fri "," 86 , 60 , 61 , 60 , 59 , 58 , 59 ","36°,34°,35°,33°,33°,33°,34°","26°,25°,24°,26°,27°,26°,25°"," 25.2 , 21.6 , 18 , 18 , 21.6 , 18 , 14.4 "," 44%, 60%, 50%, 59%, 54%, 55%, 50%"
"6"," Delhi, India "," 123 ","44.5 ,189 ,116.9 ,17 ,9.5 ,695 "," Now ,13:30 ,14:30 ,15:30 ,16:30 ,17:30 ,18:30 ,19:30 ,20:30 ,21:30 ,22:30 ,23:30 ,00:30 ,01:30 ,02:30 ,03:30 ,04:30 ,05:30 ,06:30 ,07:30 ,08:30 ,09:30 ,10:30 ,11:30 ,12:30 ,13:30 ,14:30 ,15:30 ,16:30 ,17:30 ,18:30 ,19:30 ,20:30 ,21:30 ,22:30 ,23:30 ,00:30 ,01:30 ,02:30 ,03:30 ,04:30 ,05:30 ,06:30 ,07:30 ,08:30 ,09:30 ,10:30 ,11:30 ,12:30 ,13:30 ,14:30 ,15:30 ,16:30 ,17:30 ,18:30 ,19:30 ,20:30 ,21:30 ,22:30 ,23:30 ,00:30 ,01:30 ,02:30 ,03:30 ,04:30 ,05:30 ,06:30 ,07:30 ,08:30 ,09:30 ,10:30 ,11:30 ,12:30 "," 121 , 125 , 129 , 132 , 136 , 140 , 144 , 147 , 151 , 155 , 159 , 162 , 166 , 166 , 166 , 166 , 166 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 161 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 153 , 156 , 156 , 156 , 156 , 156 , 156 , 156 , 156 "," 44° , 44° , 44° , 44° , 44° , 44° , 43° , 43° , 42° , 41° , 39° , 39° , 38° , 38° , 37° , 36° , 36° , 36° , 36° , 37° , 38° , 40° , 41° , 43° , 44° , 45° , 45° , 45° , 45° , 44° , 44° , 43° , 42° , 41° , 41° , 40° , 39° , 39° , 38° , 38° , 37° , 37° , 36° , 36° , 37° , 37° , 39° , 41° , 42° , 43° , 45° , 45° , 45° , 44° , 44° , 43° , 41° , 41° , 40° , 39° , 38° , 37° , 35° , 35° , 35° , 35° , 35° , 36° , 37° , 39° , 40° , 41° , 42° "," 27.1 , 25.2 , 25.2 , 25.2 , 25.2 , 21.6 , 14.4 , 14.4 , 18 , 18 , 10.8 , 7.2 , 3.6 , 7.2 , 14.4 , 18 , 21.6 , 18 , 21.6 , 18 , 21.6 , 21.6 , 18 , 18 , 14.4 , 14.4 , 18 , 21.6 , 21.6 , 21.6 , 18 , 18 , 18 , 14.4 , 14.4 , 14.4 , 14.4 , 18 , 14.4 , 18 , 14.4 , 3.6 , 10.8 , 10.8 , 10.8 , 10.8 , 7.2 , 3.6 , 0 , 0 , 3.6 , 14.4 , 18 , 18 , 18 , 18 , 14.4 , 14.4 , 21.6 , 21.6 , 21.6 , 10.8 , 14.4 , 7.2 , 0 , 0 , 0 , 3.6 , 3.6 , 10.8 , 14.4 , 18 , 14.4 "," 9%, 9%, 8%, 8%, 8%, 9%, 9%, 9%, 9%, 11%, 12%, 12%, 12%, 12%, 12%, 17%, 19%, 20%, 21%, 21%, 20%, 18%, 16%, 14%, 12%, 10%, 9%, 9%, 9%, 9%, 9%, 10%, 11%, 12%, 13%, 13%, 14%, 16%, 18%, 19%, 20%, 21%, 20%, 22%, 25%, 24%, 21%, 19%, 17%, 15%, 14%, 12%, 11%, 11%, 11%, 12%, 15%, 14%, 16%, 21%, 23%, 23%, 23%, 23%, 22%, 22%, 23%, 24%, 23%, 21%, 20%, 18%, 17%"," Today , Sun , Mon , Tue , Wed , Thu , Fri "," 154 , 162 , 159 , 157 , 167 , 163 , 155 ","44°,45°,45°,44°,43°,44°,45°","35°,36°,36°,35°,32°,34°,36°"," 25.2 , 21.6 , 21.6 , 21.6 , 32.4 , 14.4 , 14.4 "," 10%, 14%, 19%, 18%, 21%, 20%, 17%"
"7"," Jakarta, Indonesia "," 109 ","35.4 ,70.9 ,18.6 ,57.4 ,64.2 "," Now ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 ,15:00 ,16:00 ,17:00 ,18:00 ,19:00 ,20:00 ,21:00 ,22:00 ,23:00 ,00:00 ,01:00 ,02:00 ,03:00 ,04:00 ,05:00 ,06:00 ,07:00 ,08:00 ,09:00 ,10:00 ,11:00 ,12:00 ,13:00 ,14:00 "," 99 , 97 , 95 , 93 , 90 , 88 , 86 , 84 , 82 , 80 , 77 , 75 , 73 , 73 , 73 , 73 , 73 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 121 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 138 , 127 , 127 , 127 , 127 , 127 , 127 , 127 , 127 "," 35° , 35° , 35° , 34° , 33° , 32° , 31° , 31° , 30° , 31° , 31° , 31° , 30° , 30° , 30° , 30° , 30° , 32° , 28° , 29° , 30° , 32° , 32° , 33° , 33° , 33° , 31° , 30° , 30° , 30° , 29° , 29° , 29° , 29° , 28° , 28° , 27° , 26° , 26° , 26° , 26° , 26° , 27° , 29° , 30° , 31° , 32° , 33° , 33° , 32° , 30° , 30° , 29° , 29° , 29° , 28° , 28° , 27° , 27° , 27° , 27° , 27° , 26° , 26° , 26° , 26° , 28° , 29° , 30° , 31° , 32° , 32° , 31° "," 6.7 , 10.8 , 10.8 , 3.6 , 3.6 , 3.6 , 3.6 , 7.2 , 7.2 , 7.2 , 7.2 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 0 , 0 , 0 , 0 , 0 , 3.6 , 7.2 , 10.8 , 10.8 , 14.4 , 10.8 , 7.2 , 3.6 , 3.6 , 3.6 , 0 , 0 , 0 , 0 , 3.6 , 7.2 , 7.2 , 7.2 , 3.6 , 3.6 , 3.6 , 0 , 0 , 0 , 3.6 , 3.6 , 3.6 , 10.8 , 10.8 , 7.2 , 7.2 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 0 , 0 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 3.6 , 7.2 , 10.8 "," 66%, 64%, 64%, 64%, 70%, 72%, 75%, 78%, 81%, 83%, 84%, 85%, 86%, 86%, 86%, 86%, 86%, 81%, 76%, 70%, 63%, 56%, 52%, 49%, 49%, 51%, 57%, 65%, 67%, 68%, 68%, 69%, 70%, 72%, 73%, 75%, 79%, 83%, 86%, 87%, 87%, 84%, 78%, 71%, 64%, 57%, 53%, 50%, 48%, 55%, 67%, 66%, 71%, 72%, 74%, 76%, 79%, 80%, 81%, 83%, 82%, 81%, 81%, 82%, 82%, 79%, 74%, 69%, 64%, 59%, 56%, 56%, 59%"," Today , Sun , Mon , Tue , Wed , Thu , Fri "," 95 , 104 , 105 , 88 , 76 , 67 , 74 ","35°,33°,33°,32°,32°,28°,26°","30°,28°,26°,26°,25°,24°,25°"," 10.8 , 14.4 , 10.8 , 10.8 , 10.8 , 14.4 , 7.2 "," 60%, 56%, 57%, 59%, 65%, 83%, 80%"
